[-32.0726990000,-68.0673690000],
[-32.0687160000,-68.0636690000],
[-32.0681660000,-68.0578040000],
[-32.0710040000,-68.0529150000],
[-32.0707080000,-68.0470080000],
[-32.0702670000,-68.0411010000],
[-32.0733430000,-68.0387420000],
[-32.0771510000,-68.0357350000],
[-32.0768510000,-68.0297010000],
[-32.0754920000,-68.0239020000],
[-32.0737700000,-68.0182420000],
[-32.0735850000,-68.0169370000],
[-32.0729520000,-68.0124800000],
[-32.0737900000,-68.0096320000],
[-32.0746380000,-68.0067860000],
[-32.0773680000,-68.0017580000],
[-32.0781670000,-67.9959460000],
[-32.0775960000,-67.9929820000],
[-32.0770390000,-67.9900370000],
[-32.0757420000,-67.9847350000],
[-32.0730470000,-67.9757830000],
[-32.0722700000,-67.9698180000],
[-32.0739790000,-67.9642620000],
[-32.0772080000,-67.9598090000],
[-32.0821440000,-67.9580350000],
[-32.0872460000,-67.9578520000],
[-32.0923580000,-67.9575380000],
[-32.0973870000,-67.9561780000],
[-32.0996770000,-67.9509390000],
[-32.1004760000,-67.9449850000],
[-32.1029760000,-67.9410320000],
[-32.1047800000,-67.9353370000],
[-32.1067770000,-67.9297330000],
[-32.1108530000,-67.9273140000],
[-32.1160560000,-67.9275880000],
[-32.1211700000,-67.9274140000],
[-32.1262320000,-67.9271680000],
[-32.1313200000,-67.9272120000],
[-32.1363530000,-67.9261970000],
[-32.1412050000,-67.9252530000],
[-32.1449910000,-67.9210960000],
[-32.1490350000,-67.9175230000],
[-32.1541190000,-67.9166880000],
[-32.1589210000,-67.9142350000],
[-32.1622090000,-67.9102070000],
[-32.1625200000,-67.9039630000],
[-32.1639340000,-67.8983480000],
[-32.1668540000,-67.8933050000],
[-32.1684020000,-67.8877860000],
[-32.1683090000,-67.8858570000],
[-32.1681160000,-67.8818860000],
[-32.1696040000,-67.8760790000],
[-32.1710770000,-67.8703590000],
[-32.1728360000,-67.8681930000],
[-32.1746450000,-67.8659500000],
[-32.1792400000,-67.8643060000],
[-32.1841760000,-67.8630700000],
[-32.1891930000,-67.8621890000],
[-32.1923900000,-67.8575390000],
[-32.1938210000,-67.8518480000],
[-32.1962110000,-67.8465520000],
[-32.1977290000,-67.8408040000],
[-32.1999660000,-67.8354150000],
[-32.2037890000,-67.8314040000],
[-32.2078470000,-67.8275860000],
[-32.2091680000,-67.8222810000],
[-32.2090040000,-67.8192820000],
[-32.2088350000,-67.8162770000],
[-32.2087050000,-67.8102640000],
[-32.2090660000,-67.8042690000],
[-32.2091360000,-67.8012640000],
[-32.2092150000,-67.7982330000],
[-32.2091650000,-67.7922300000],
[-32.2074090000,-67.7866650000],
[-32.2068560000,-67.7807850000],
[-32.2072410000,-67.7777970000],
[-32.2076250000,-67.7748290000],
[-32.2085960000,-67.7689230000],
[-32.2086970000,-67.7684720000],
[-32.2092320000,-67.7660080000],
[-32.2098680000,-67.7630940000],
[-32.2107750000,-67.7571960000],
[-32.2107940000,-67.7518890000],
[-32.2076510000,-67.7432020000],
[-32.2079320000,-67.7371710000],
[-32.2082750000,-67.7341840000],
[-32.2086230000,-67.7311810000],
